ensg gene_name
ENSG00000116141 MARK1
ENSG00000116147 TNR
ENSG00000116151 MORN1
ENSG00000116151 MORN1
ENSG00000116151 MORN1
ENSG00000116151 MORN1
ENSG00000116151 MORN1
ENSG00000116157 GPX7
ENSG00000116161 CACYBP
ENSG00000116171 SCP2
ENSG00000116183 PAPPA2
ENSG00000116191 RALGPS2
ENSG00000116194 ANGPTL1
ENSG00000116199 FAM20B
ENSG00000116205 TCEANC2
ENSG00000116209 TMEM59
ENSG00000116212 LRRC42
ENSG00000116213 WRAP73
ENSG00000116218 NPHS2
ENSG00000116221 MRPL37
ENSG00000116237 ICMT
ENSG00000116251 RPL22
ENSG00000116254 CHD5
ENSG00000116260 QSOX1
ENSG00000116266 STXBP3
ENSG00000116273 PHF13
ENSG00000116285 ERRFI1
ENSG00000116288 PARK7
ENSG00000116299 KIAA1324
ENSG00000116329 OPRD1
ENSG00000116337 AMPD2
ENSG00000116350 SRSF4
ENSG00000116353 MECR
ENSG00000116396 KCNC4
ENSG00000116406 EDEM3
ENSG00000116455 WDR77
ENSG00000116459 ATP5PB
ENSG00000116473 RAP1A
ENSG00000116478 HDAC1
ENSG00000116489 CAPZA1
ENSG00000116497 S100PBP
ENSG00000116514 RNF19B
ENSG00000116521 SCAMP3
ENSG00000116525 TRIM62
ENSG00000116539 ASH1L
ENSG00000116544 DLGAP3
ENSG00000116560 SFPQ
ENSG00000116574 RHOU
ENSG00000116580 GON4L
ENSG00000116584 ARHGEF2
ENSG00000116586 LAMTOR2
ENSG00000116604 MEF2D
ENSG00000116641 DOCK7
ENSG00000116649 SRM
ENSG00000116652 DLEU2L
ENSG00000116661 FBXO2
ENSG00000116663 FBXO6
ENSG00000116667 C1orf21
ENSG00000116668 SWT1
ENSG00000116670 MAD2L2
ENSG00000116675 DNAJC6
ENSG00000116678 LEPR
ENSG00000116679 IVNS1ABP
ENSG00000116685 KIAA2013
ENSG00000116688 MFN2
ENSG00000116690 PRG4
ENSG00000116691 MIIP
ENSG00000116698 SMG7
ENSG00000116701 NCF2
ENSG00000116703 PDC
ENSG00000116711 PLA2G4A
ENSG00000116711 PLA2G4A
ENSG00000116717 GADD45A
ENSG00000116721 PRAMEF1
ENSG00000116726 PRAMEF12
ENSG00000116729 WLS
ENSG00000116731 PRDM2
ENSG00000116741 RGS2
ENSG00000116745 RPE65
ENSG00000116748 AMPD1
ENSG00000116750 UCHL5
ENSG00000116752 BCAS2
ENSG00000116754 SRSF11
ENSG00000116761 CTH
ENSG00000116771 AGMAT
ENSG00000116774 OLFML3
ENSG00000116783 TNNI3K
ENSG00000116786 PLEKHM2
ENSG00000116791 CRYZ
ENSG00000116793 PHTF1
ENSG00000116809 ZBTB17
ENSG00000116815 CD58
ENSG00000116819 TFAP2E
ENSG00000116824 CD2
ENSG00000116830 TTF2
ENSG00000116833 NR5A2
ENSG00000116852 KIF21B
ENSG00000116852 KIF21B
ENSG00000116852 KIF21B
ENSG00000116852 KIF21B
ENSG00000116852 KIF21B
ENSG00000116852 KIF21B
ENSG00000116852 KIF21B
ENSG00000116852 KIF21B
ENSG00000116852 KIF21B
ENSG00000116852 KIF21B
ENSG00000116852 KIF21B
ENSG00000116852 KIF21B
ENSG00000116852 KIF21B
ENSG00000116852 KIF21B
ENSG00000116852 KIF21B
ENSG00000116852 KIF21B
ENSG00000116852 KIF21B
ENSG00000116852 KIF21B
ENSG00000116852 KIF21B
ENSG00000116852 KIF21B
ENSG00000116852 KIF21B
ENSG00000116852 KIF21B
ENSG00000116852 KIF21B
ENSG00000116852 KIF21B
ENSG00000116857 TMEM9
ENSG00000116863 ADPRHL2
ENSG00000116871 MAP7D1
ENSG00000116874 WARS2
ENSG00000116882 HAO2
ENSG00000116883 AL591845.1
ENSG00000116885 OSCP1
ENSG00000116903 EXOC8
ENSG00000116906 GNPAT
ENSG00000116918 TSNAX
ENSG00000116922 C1orf109
ENSG00000116954 RRAGC
ENSG00000116962 NID1
ENSG00000116977 LGALS8
ENSG00000116981 NT5C1A
ENSG00000116983 HPCAL4
ENSG00000116984 MTR
ENSG00000116985 BMP8B
ENSG00000116990 MYCL
ENSG00000116990 MYCL
ENSG00000116991 SIPA1L2
ENSG00000116996 ZP4
ENSG00000117000 RLF
ENSG00000117009 KMO
ENSG00000117013 KCNQ4
ENSG00000117016 RIMS3
ENSG00000117016 RIMS3
ENSG00000117020 AKT3
ENSG00000117036 ETV3
ENSG00000117054 ACADM
ENSG00000117069 ST6GALNAC5
ENSG00000117090 SLAMF1
ENSG00000117091 CD48
ENSG00000117114 ADGRL2
ENSG00000117115 PADI2
ENSG00000117118 SDHB
ENSG00000117122 MFAP2
ENSG00000117133 RPF1
ENSG00000117139 KDM5B
ENSG00000117143 UAP1
ENSG00000117143 UAP1
ENSG00000117148 ACTL8
ENSG00000117151 CTBS
ENSG00000117152 RGS4
ENSG00000117153 KLHL12
ENSG00000117154 IGSF21
ENSG00000117155 SSX2IP
ENSG00000117215 PLA2G2D
ENSG00000117222 RBBP5
ENSG00000117226 GBP3
ENSG00000117228 GBP1
ENSG00000117242 PINK1-AS
ENSG00000117245 KIF17
ENSG00000117262 GPR89A
ENSG00000117266 CDK18
ENSG00000117280 RAB29
ENSG00000117281 CD160
ENSG00000117298 ECE1
ENSG00000117305 HMGCL
ENSG00000117308 GALE
ENSG00000117318 ID3
ENSG00000117322 CR2
ENSG00000117322 CR2
ENSG00000117322 CR2
ENSG00000117322 CR2
ENSG00000117322 CR2
ENSG00000117322 CR2
ENSG00000117335 CD46
ENSG00000117360 PRPF3
ENSG00000117362 APH1A
ENSG00000117385 P3H1
ENSG00000117394 SLC2A1
ENSG00000117395 EBNA1BP2
ENSG00000117399 CDC20
ENSG00000117400 MPL
ENSG00000117407 ARTN
ENSG00000117408 IPO13
ENSG00000117410 ATP6V0B
ENSG00000117411 B4GALT2
ENSG00000117419 ERI3
ENSG00000117425 PTCH2
ENSG00000117448 AKR1A1
ENSG00000117450 PRDX1
ENSG00000117461 PIK3R3
ENSG00000117472 TSPAN1
ENSG00000117475 BLZF1
ENSG00000117477 CCDC181
ENSG00000117479 SLC19A2
ENSG00000117480 FAAH
ENSG00000117481 NSUN4
ENSG00000117500 TMED5
ENSG00000117501 MROH9
ENSG00000117505 DR1
ENSG00000117519 CNN3
ENSG00000117523 PRRC2C
ENSG00000117525 F3
ENSG00000117528 ABCD3
ENSG00000117533 VAMP4
ENSG00000117543 DPH5
ENSG00000117560 FASLG
ENSG00000117569 PTBP2
ENSG00000117586 TNFSF4
ENSG00000117592 PRDX6
ENSG00000117593 DARS2
ENSG00000117594 HSD11B1
ENSG00000117595 IRF6
ENSG00000117597 UTP25
ENSG00000117598 PLPPR5
ENSG00000117600 PLPPR4
ENSG00000117601 SERPINC1
ENSG00000117602 RCAN3
ENSG00000117614 SYF2
ENSG00000117616 RSRP1
ENSG00000117620 SLC35A3
ENSG00000117625 RCOR3
ENSG00000117632 STMN1
ENSG00000117640 MTFR1L
ENSG00000117643 MAN1C1
ENSG00000117650 NEK2
ENSG00000117676 RPS6KA1
ENSG00000117682 DHDDS
ENSG00000117691 NENF
ENSG00000117697 NSL1
ENSG00000117697 NSL1
ENSG00000117697 NSL1
ENSG00000117697 NSL1
ENSG00000117697 NSL1
ENSG00000117697 NSL1
ENSG00000117707 PROX1
ENSG00000117713 ARID1A
ENSG00000117724 CENPF
ENSG00000117748 RPA2
ENSG00000117751 PPP1R8
ENSG00000117758 STX12
ENSG00000117791 MARC2
ENSG00000117834 SLC5A9
ENSG00000117859 OSBPL9
ENSG00000117862 TXNDC12
ENSG00000117868 ESYT2
ENSG00000117906 RCN2
ENSG00000117971 CHRNB4
ENSG00000118004 COLEC11
ENSG00000118007 STAG1
ENSG00000118017 A4GNT
ENSG00000118046 STK11
ENSG00000118058 KMT2A
ENSG00000118094 TREH
ENSG00000118096 IFT46
ENSG00000118113 MMP8
ENSG00000118137 APOA1
ENSG00000118156 ZNF541
ENSG00000118160 SLC8A2
ENSG00000118181 RPS25
ENSG00000118193 KIF14
ENSG00000118194 TNNT2
ENSG00000118197 DDX59
ENSG00000118200 CAMSAP2
ENSG00000118217 ATF6
ENSG00000118231 CRYGD
ENSG00000118242 MREG
ENSG00000118245 TNP1
ENSG00000118246 FASTKD2
ENSG00000118257 NRP2
ENSG00000118260 CREB1
ENSG00000118263 KLF7
ENSG00000118271 TTR
ENSG00000118276 B4GALT6
ENSG00000118292 C1orf54
ENSG00000118307 CASC1
ENSG00000118308 LRMP
ENSG00000118322 ATP10B
ENSG00000118363 SPCS2
ENSG00000118369 USP35
ENSG00000118402 ELOVL4
ENSG00000118407 FILIP1
ENSG00000118412 CASP8AP2
ENSG00000118418 HMGN3
ENSG00000118420 UBE3D
ENSG00000118432 CNR1
ENSG00000118434 SPACA1
ENSG00000118454 ANKRD13C
ENSG00000118473 SGIP1
ENSG00000118482 PHF3
ENSG00000118491 ZC2HC1B
ENSG00000118492 ADGB
ENSG00000118492 ADGB
ENSG00000118492 ADGB
ENSG00000118495 PLAGL1
ENSG00000118496 FBXO30
ENSG00000118503 TNFAIP3
ENSG00000118507 AKAP7
ENSG00000118508 RAB32
ENSG00000118513 MYB
ENSG00000118515 SGK1
ENSG00000118518 RNF146
ENSG00000118520 ARG1
ENSG00000118523 CTGF
ENSG00000118526 TCF21
ENSG00000118557 PMFBP1
ENSG00000118564 FBXL5
ENSG00000118579 MED28
ENSG00000118596 SLC16A7
ENSG00000118600 RXYLT1
ENSG00000118620 ZNF430
ENSG00000118640 VAMP8
ENSG00000118655 DCLRE1B
ENSG00000118680 MYL12B
ENSG00000118689 FOXO3
ENSG00000118690 ARMC2
ENSG00000118702 GHRH
ENSG00000118707 TGIF2
ENSG00000118729 CASQ2
ENSG00000118733 OLFM3
ENSG00000118762 PKD2
ENSG00000118777 ABCG2
ENSG00000118785 SPP1
ENSG00000118804 STBD1
ENSG00000118804 STBD1
ENSG00000118816 CCNI
ENSG00000118849 RARRES1
ENSG00000118855 MFSD1
ENSG00000118873 RAB3GAP2
ENSG00000118894 EEF2KMT
ENSG00000118898 PPL
ENSG00000118900 UBN1
ENSG00000118922 KLF12
ENSG00000118939 UCHL3
ENSG00000118946 PCDH17
ENSG00000118960 HS1BP3
ENSG00000118961 LDAH
ENSG00000118965 WDR35
ENSG00000118971 CCND2
ENSG00000118972 FGF23
ENSG00000118985 ELL2
ENSG00000118997 DNAH7
ENSG00000119004 CYP20A1
ENSG00000119013 NDUFB3
ENSG00000119041 GTF3C3
ENSG00000119042 SATB2
ENSG00000119048 UBE2B
ENSG00000119121 TRPM6
ENSG00000119125 GDA
ENSG00000119138 KLF9
ENSG00000119139 TJP2
ENSG00000119147 C2orf40
ENSG00000119185 ITGB1BP1
ENSG00000119227 PIGZ
ENSG00000119231 SENP5
ENSG00000119242 CCDC92
ENSG00000119280 C1orf198
ENSG00000119283 TRIM67
ENSG00000119285 HEATR1
ENSG00000119318 RAD23B
ENSG00000119321 FKBP15
ENSG00000119326 CTNNAL1
ENSG00000119328 FAM206A
ENSG00000119333 WDR34
ENSG00000119335 SET
ENSG00000119383 PTPA
ENSG00000119392 GLE1
ENSG00000119396 RAB14
ENSG00000119397 CNTRL
ENSG00000119401 TRIM32
ENSG00000119402 FBXW2
ENSG00000119403 PHF19
ENSG00000119408 NEK6
ENSG00000119411 BSPRY
ENSG00000119414 PPP6C
ENSG00000119421 NDUFA8
ENSG00000119431 HDHD3
ENSG00000119446 RBM18
ENSG00000119457 SLC46A2
ENSG00000119471 HSDL2
ENSG00000119487 MAPKAP1
ENSG00000119508 NR4A3
ENSG00000119509 INVS
ENSG00000119514 GALNT12
ENSG00000119522 DENND1A
ENSG00000119535 CSF3R
ENSG00000119537 KDSR
ENSG00000119541 VPS4B
ENSG00000119547 ONECUT2
ENSG00000119559 C19orf25
ENSG00000119574 ZBTB45
ENSG00000119596 YLPM1
ENSG00000119596 YLPM1
ENSG00000119596 YLPM1
ENSG00000119596 YLPM1
ENSG00000119596 YLPM1
ENSG00000119596 YLPM1
ENSG00000119596 YLPM1
ENSG00000119596 YLPM1
ENSG00000119596 YLPM1
ENSG00000119596 YLPM1
ENSG00000119596 YLPM1
ENSG00000119596 YLPM1
ENSG00000119596 YLPM1
ENSG00000119599 DCAF4
ENSG00000119608 PROX2
ENSG00000119608 PROX2
ENSG00000119608 PROX2
ENSG00000119608 PROX2
ENSG00000119608 PROX2
ENSG00000119608 PROX2
ENSG00000119608 PROX2
ENSG00000119614 VSX2
ENSG00000119616 FCF1
ENSG00000119616 FCF1
ENSG00000119616 FCF1
ENSG00000119616 FCF1
ENSG00000119616 FCF1
ENSG00000119616 FCF1
ENSG00000119630 PGF
ENSG00000119630 PGF
ENSG00000119630 PGF
ENSG00000119632 IFI27L2
ENSG00000119638 NEK9
ENSG00000119640 ACYP1
ENSG00000119650 IFT43
ENSG00000119655 NPC2
ENSG00000119661 DNAL1
ENSG00000119673 ACOT2
ENSG00000119681 LTBP2
ENSG00000119681 LTBP2
ENSG00000119682 AREL1
ENSG00000119682 AREL1
ENSG00000119682 AREL1
ENSG00000119682 AREL1
ENSG00000119682 AREL1
ENSG00000119682 AREL1
ENSG00000119682 AREL1
ENSG00000119682 AREL1
ENSG00000119682 AREL1
ENSG00000119682 AREL1
ENSG00000119682 AREL1
ENSG00000119682 AREL1
ENSG00000119682 AREL1
ENSG00000119682 AREL1
ENSG00000119682 AREL1
ENSG00000119682 AREL1
ENSG00000119682 AREL1
ENSG00000119682 AREL1
ENSG00000119685 TTLL5
ENSG00000119686 FLVCR2
ENSG00000119688 ABCD4
ENSG00000119689 DLST
ENSG00000119689 DLST
ENSG00000119689 DLST
ENSG00000119689 DLST
ENSG00000119689 DLST
ENSG00000119689 DLST
ENSG00000119689 DLST
ENSG00000119689 DLST
ENSG00000119689 DLST
ENSG00000119698 PPP4R4
ENSG00000119699 TGFB3
ENSG00000119703 ZC2HC1C
ENSG00000119705 SLIRP
ENSG00000119707 RBM25
ENSG00000119711 ALDH6A1
ENSG00000119714 GPR68
ENSG00000119715 ESRRB
ENSG00000119718 EIF2B2
ENSG00000119720 NRDE2
ENSG00000119725 ZNF410
ENSG00000119729 RHOQ
ENSG00000119760 SUPT7L
ENSG00000119771 KLHL29
ENSG00000119772 DNMT3A
ENSG00000119777 TMEM214
ENSG00000119778 ATAD2B
ENSG00000119782 FKBP1B
ENSG00000119787 ATL2
ENSG00000119801 YPEL5
ENSG00000119812 FAM98A
ENSG00000119820 YIPF4
ENSG00000119844 AFTPH
ENSG00000119862 LGALSL
ENSG00000119865 CNRIP1
ENSG00000119866 BCL11A
ENSG00000119878 CRIPT
ENSG00000119888 EPCAM
ENSG00000119900 OGFRL1
ENSG00000119906 SLF2
ENSG00000119912 IDE
ENSG00000119913 TECTB
ENSG00000119915 ELOVL3
ENSG00000119917 IFIT3
ENSG00000119919 NKX2-3
ENSG00000119922 IFIT2
ENSG00000119927 GPAM
ENSG00000119929 CUTC
ENSG00000119938 PPP1R3C
ENSG00000119943 PYROXD2
ENSG00000119946 CNNM1
ENSG00000119950 MXI1
ENSG00000119953 SMNDC1
ENSG00000119965 C10orf88
ENSG00000119969 HELLS
ENSG00000119973 PRLHR
ENSG00000119979 FAM45A
ENSG00000119986 AVPI1
ENSG00000120008 WDR11
ENSG00000120029 ARMH3
ENSG00000120049 KCNIP2
ENSG00000120051 CFAP58
ENSG00000120053 GOT1
ENSG00000120054 CPN1
ENSG00000120055 C10orf95
ENSG00000120057 SFRP5
ENSG00000120063 GNA13
ENSG00000120068 HOXB8
ENSG00000120071 KANSL1
ENSG00000120075 HOXB5
ENSG00000120088 CRHR1
ENSG00000120093 HOXB3
ENSG00000120094 HOXB1
ENSG00000120129 DUSP1
ENSG00000120137 PANK3
ENSG00000120149 MSX2
ENSG00000120156 TEK
ENSG00000120156 TEK
ENSG00000120156 TEK
ENSG00000120158 RCL1
ENSG00000120160 EQTN
ENSG00000120162 MOB3B
ENSG00000120210 INSL6
ENSG00000120211 INSL4
ENSG00000120215 MLANA
ENSG00000120217 CD274
ENSG00000120235 IFNA6
ENSG00000120251 GRIA2
ENSG00000120254 MTHFD1L
ENSG00000120256 LRP11
ENSG00000120262 CCDC170
ENSG00000120262 CCDC170
ENSG00000120265 PCMT1
ENSG00000120278 PLEKHG1
ENSG00000120279 MYCT1
ENSG00000120280 CXorf21
ENSG00000120289 MAGEB4
ENSG00000120306 CYSTM1
ENSG00000120306 CYSTM1
ENSG00000120306 CYSTM1
ENSG00000120306 CYSTM1
ENSG00000120306 CYSTM1
ENSG00000120306 CYSTM1
ENSG00000120306 CYSTM1
ENSG00000120306 CYSTM1
ENSG00000120306 CYSTM1
ENSG00000120306 CYSTM1
ENSG00000120306 CYSTM1
ENSG00000120306 CYSTM1
ENSG00000120306 CYSTM1
ENSG00000120306 CYSTM1
ENSG00000120306 CYSTM1
ENSG00000120306 CYSTM1
ENSG00000120306 CYSTM1
ENSG00000120306 CYSTM1
ENSG00000120306 CYSTM1
ENSG00000120306 CYSTM1
ENSG00000120306 CYSTM1
ENSG00000120306 CYSTM1
ENSG00000120306 CYSTM1
ENSG00000120318 ARAP3
ENSG00000120322 PCDHB8
ENSG00000120324 PCDHB10
ENSG00000120327 PCDHB14
ENSG00000120328 PCDHB12
ENSG00000120329 SLC25A2
ENSG00000120332 TNN
ENSG00000120333 MRPS14
ENSG00000120334 CENPL
ENSG00000120337 TNFSF18
ENSG00000120341 SEC16B
ENSG00000120370 GORAB
ENSG00000120436 GPR31
ENSG00000120437 ACAT2
ENSG00000120438 TCP1
ENSG00000120440 TTLL2
ENSG00000120451 SNX19
ENSG00000120451 SNX19
ENSG00000120451 SNX19
ENSG00000120451 SNX19
ENSG00000120451 SNX19
ENSG00000120451 SNX19
ENSG00000120451 SNX19
ENSG00000120451 SNX19
ENSG00000120451 SNX19
ENSG00000120451 SNX19
ENSG00000120451 SNX19
ENSG00000120451 SNX19
ENSG00000120451 SNX19
ENSG00000120451 SNX19
ENSG00000120451 SNX19
ENSG00000120451 SNX19
ENSG00000120451 SNX19
ENSG00000120451 SNX19
ENSG00000120451 SNX19
ENSG00000120451 SNX19
ENSG00000120451 SNX19
ENSG00000120451 SNX19
ENSG00000120451 SNX19
ENSG00000120451 SNX19
ENSG00000120451 SNX19
ENSG00000120451 SNX19
ENSG00000120451 SNX19
ENSG00000120451 SNX19
ENSG00000120451 SNX19
ENSG00000120451 SNX19
ENSG00000120451 SNX19
ENSG00000120451 SNX19
ENSG00000120451 SNX19
ENSG00000120451 SNX19
ENSG00000120451 SNX19
ENSG00000120451 SNX19
ENSG00000120451 SNX19
ENSG00000120451 SNX19
ENSG00000120451 SNX19
ENSG00000120451 SNX19
ENSG00000120451 SNX19
ENSG00000120451 SNX19
ENSG00000120451 SNX19
ENSG00000120451 SNX19
ENSG00000120451 SNX19
ENSG00000120451 SNX19
ENSG00000120451 SNX19
ENSG00000120451 SNX19
ENSG00000120451 SNX19
ENSG00000120451 SNX19
ENSG00000120451 SNX19
ENSG00000120451 SNX19
ENSG00000120451 SNX19
ENSG00000120451 SNX19
ENSG00000120451 SNX19
ENSG00000120451 SNX19
ENSG00000120451 SNX19
ENSG00000120451 SNX19
ENSG00000120451 SNX19
ENSG00000120451 SNX19
ENSG00000120451 SNX19
ENSG00000120451 SNX19
ENSG00000120457 KCNJ5
ENSG00000120458 MSANTD2
ENSG00000120471 TP53AIP1
ENSG00000120498 TEX11
ENSG00000120500 ARR3
ENSG00000120509 PDZD11
ENSG00000120519 SLC10A7
ENSG00000120526 NUDCD1
ENSG00000120533 ENY2
ENSG00000120539 MASTL
ENSG00000120549 KIAA1217
ENSG00000120563 LYZL1
ENSG00000120594 PLXDC2
ENSG00000120616 EPC1
ENSG00000120645 IQSEC3
ENSG00000120647 CCDC77
ENSG00000120656 TAF12
ENSG00000120658 ENOX1
ENSG00000120659 TNFSF11
ENSG00000120662 MTRF1
ENSG00000120664 SPART-AS1
ENSG00000120669 SOHLH2
ENSG00000120675 DNAJC15
ENSG00000120686 UFM1
ENSG00000120688 WBP4
ENSG00000120690 ELF1
ENSG00000120693 SMAD9
ENSG00000120694 HSPH1
ENSG00000120696 KBTBD7
ENSG00000120697 ALG5
ENSG00000120699 EXOSC8
ENSG00000120705 ETF1
ENSG00000120705 ETF1
ENSG00000120705 ETF1
ENSG00000120705 ETF1
ENSG00000120708 TGFBI
ENSG00000120709 FAM53C
ENSG00000120725 SIL1
ENSG00000120727 PAIP2
ENSG00000120729 MYOT
ENSG00000120738 EGR1
ENSG00000120742 SERP1
ENSG00000120756 PLS1
ENSG00000120784 ZFP30
ENSG00000120798 NR2C1
ENSG00000120800 UTP20
ENSG00000120802 TMPO
ENSG00000120805 ARL1
ENSG00000120820 GLT8D2
ENSG00000120832 MTERF2
ENSG00000120833 SOCS2
ENSG00000120837 NFYB
ENSG00000120860 WASHC3
ENSG00000120868 APAF1
ENSG00000120875 DUSP4
ENSG00000120885 CLU
ENSG00000120885 CLU
ENSG00000120885 CLU
ENSG00000120885 CLU
ENSG00000120885 CLU
ENSG00000120885 CLU
ENSG00000120885 CLU
ENSG00000120885 CLU
ENSG00000120885 CLU
ENSG00000120885 CLU
ENSG00000120885 CLU
ENSG00000120885 CLU
ENSG00000120885 CLU
ENSG00000120885 CLU
ENSG00000120885 CLU
ENSG00000120885 CLU
ENSG00000120885 CLU
ENSG00000120885 CLU
ENSG00000120885 CLU
ENSG00000120885 CLU
ENSG00000120885 CLU
ENSG00000120889 TNFRSF10B
ENSG00000120896 SORBS3
ENSG00000120899 PTK2B
ENSG00000120899 PTK2B
ENSG00000120899 PTK2B
ENSG00000120899 PTK2B
ENSG00000120899 PTK2B
ENSG00000120899 PTK2B
ENSG00000120899 PTK2B
ENSG00000120899 PTK2B
ENSG00000120899 PTK2B
ENSG00000120899 PTK2B
ENSG00000120899 PTK2B
ENSG00000120899 PTK2B
ENSG00000120899 PTK2B
ENSG00000120899 PTK2B
ENSG00000120899 PTK2B
ENSG00000120899 PTK2B
ENSG00000120899 PTK2B
ENSG00000120899 PTK2B
ENSG00000120899 PTK2B
ENSG00000120899 PTK2B
ENSG00000120899 PTK2B
ENSG00000120899 PTK2B
ENSG00000120899 PTK2B
ENSG00000120899 PTK2B
ENSG00000120899 PTK2B
ENSG00000120899 PTK2B
ENSG00000120899 PTK2B
ENSG00000120899 PTK2B
ENSG00000120899 PTK2B
ENSG00000120899 PTK2B
ENSG00000120899 PTK2B
ENSG00000120899 PTK2B
ENSG00000120899 PTK2B
ENSG00000120899 PTK2B
ENSG00000120899 PTK2B
ENSG00000120899 PTK2B
ENSG00000120899 PTK2B
ENSG00000120899 PTK2B
ENSG00000120899 PTK2B
ENSG00000120899 PTK2B
ENSG00000120899 PTK2B
ENSG00000120899 PTK2B
ENSG00000120899 PTK2B
ENSG00000120899 PTK2B
ENSG00000120899 PTK2B
ENSG00000120899 PTK2B
ENSG00000120899 PTK2B
ENSG00000120899 PTK2B
ENSG00000120899 PTK2B
ENSG00000120899 PTK2B
ENSG00000120899 PTK2B
ENSG00000120899 PTK2B
ENSG00000120899 PTK2B
ENSG00000120899 PTK2B
ENSG00000120899 PTK2B
ENSG00000120899 PTK2B
ENSG00000120899 PTK2B
ENSG00000120899 PTK2B
ENSG00000120899 PTK2B
ENSG00000120899 PTK2B
ENSG00000120899 PTK2B
ENSG00000120899 PTK2B
ENSG00000120899 PTK2B
ENSG00000120899 PTK2B
ENSG00000120899 PTK2B
ENSG00000120899 PTK2B
ENSG00000120899 PTK2B
ENSG00000120899 PTK2B
ENSG00000120899 PTK2B
ENSG00000120899 PTK2B
ENSG00000120899 PTK2B
ENSG00000120899 PTK2B
ENSG00000120899 PTK2B
ENSG00000120899 PTK2B
ENSG00000120899 PTK2B
ENSG00000120899 PTK2B
ENSG00000120899 PTK2B
ENSG00000120899 PTK2B
ENSG00000120899 PTK2B
ENSG00000120899 PTK2B
ENSG00000120899 PTK2B
ENSG00000120899 PTK2B
ENSG00000120899 PTK2B
ENSG00000120899 PTK2B
ENSG00000120899 PTK2B
ENSG00000120899 PTK2B
ENSG00000120899 PTK2B
ENSG00000120903 CHRNA2
ENSG00000120903 CHRNA2
ENSG00000120903 CHRNA2
ENSG00000120903 CHRNA2
ENSG00000120903 CHRNA2
ENSG00000120903 CHRNA2
ENSG00000120903 CHRNA2
ENSG00000120903 CHRNA2
ENSG00000120903 CHRNA2
ENSG00000120903 CHRNA2
ENSG00000120907 ADRA1A
ENSG00000120910 PPP3CC
ENSG00000120913 PDLIM2
ENSG00000120915 EPHX2
ENSG00000120915 EPHX2
ENSG00000120915 EPHX2
ENSG00000120915 EPHX2
ENSG00000120915 EPHX2
ENSG00000120915 EPHX2
ENSG00000120915 EPHX2
ENSG00000120915 EPHX2
ENSG00000120925 RNF170
ENSG00000120937 NPPB
ENSG00000120942 UBIAD1
ENSG00000120948 TARDBP
ENSG00000120949 TNFRSF8
ENSG00000120952 PRAMEF2
ENSG00000120963 ZNF706
ENSG00000120992 LYPLA1
ENSG00000121005 CRISPLD1
ENSG00000121022 COPS5
ENSG00000121039 RDH10
ENSG00000121053 EPX
ENSG00000121057 AKAP1
ENSG00000121058 COIL
ENSG00000121060 TRIM25
ENSG00000121067 SPOP
ENSG00000121068 TBX2
ENSG00000121073 SLC35B1
ENSG00000121075 TBX4
ENSG00000121101 TEX14
ENSG00000121104 FAM117A
ENSG00000121152 NCAPH
ENSG00000121207 LRAT
ENSG00000121210 TMEM131L
ENSG00000121211 MND1
ENSG00000121236 TRIM6
ENSG00000121270 ABCC11
ENSG00000121274 TENT4B
ENSG00000121281 ADCY7
ENSG00000121289 CEP89
ENSG00000121297 TSHZ3
ENSG00000121310 ECHDC2
ENSG00000121314 TAS2R8
ENSG00000121316 PLBD1
ENSG00000121318 TAS2R10
ENSG00000121335 PRB2
ENSG00000121350 PYROXD1
ENSG00000121351 IAPP
ENSG00000121361 KCNJ8
ENSG00000121377 TAS2R7
ENSG00000121380 BCL2L14
ENSG00000121381 TAS2R9
ENSG00000121390 PSPC1
ENSG00000121406 ZNF549
ENSG00000121410 A1BG
ENSG00000121413 ZSCAN18
ENSG00000121417 ZNF211
ENSG00000121440 PDZRN3
ENSG00000121446 RGSL1
ENSG00000121454 LHX4
ENSG00000121481 RNF2
ENSG00000121486 TRMT1L
ENSG00000121542 SEC22A
ENSG00000121552 CSTA
ENSG00000121570 DPPA4
ENSG00000121577 POPDC2
ENSG00000121578 B4GALT4
ENSG00000121579 NAA50
ENSG00000121594 CD80
ENSG00000121621 KIF18A
ENSG00000121634 GJA8
ENSG00000121644 DESI2
ENSG00000121653 MAPK8IP1
ENSG00000121671 CRY2
ENSG00000121671 CRY2
ENSG00000121671 CRY2
ENSG00000121680 PEX16
ENSG00000121690 DEPDC7
ENSG00000121691 CAT
ENSG00000121691 CAT
ENSG00000121691 CAT
ENSG00000121716 PILRB
ENSG00000121741 ZMYM2
ENSG00000121742 GJB6
ENSG00000121743 GJA3
ENSG00000121749 TBC1D15
ENSG00000121764 HCRTR1
ENSG00000121766 ZCCHC17
ENSG00000121769 FABP3
ENSG00000121774 KHDRBS1
ENSG00000121797 CCRL2
ENSG00000121807 CCR2
ENSG00000121848 NA
ENSG00000121851 POLR3GL
ENSG00000121853 GHSR
ENSG00000121858 TNFSF10
ENSG00000121864 ZNF639
ENSG00000121879 PIK3CA
ENSG00000121892 PDS5A
ENSG00000121895 TMEM156
ENSG00000121898 CPXM2
ENSG00000121900 TMEM54
ENSG00000121903 ZSCAN20
ENSG00000121904 CSMD2
ENSG00000121905 HPCA
ENSG00000121931 LRIF1
ENSG00000121933 TMIGD3
ENSG00000121940 CLCC1
ENSG00000121940 CLCC1
